Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
Bundesliga,2,Sat,2021-08-21,15:30,Hertha BSC,1.2,1–2,1.0,Wolfsburg,18241,Olympiastadion Berlin,Matthias Jöllenbeck,/en/matches/2ffc3a67/Hertha-BSC-Wolfsburg-August-21-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,2,Sat,2021-08-21,15:30,Bochum,0.8,2–0,0.9,Mainz 05,12548,Vonovia Ruhrstadion,Patrick Ittrich,/en/matches/4a8a0dcd/Bochum-Mainz-05-August-21-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,2,Sat,2021-08-21,15:30,Greuther Fürth,2.5,1–1,0.8,Arminia,5890,Sportpark Ronhof Thomas Sommer,Daniel Schlager,/en/matches/976aabba/Greuther-Furth-Arminia-August-21-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,2,Sat,2021-08-21,15:30,Freiburg,1.3,2–1,1.6,Dortmund,10100,Schwarzwald-Stadion,Robert Schröder,/en/matches/98aa6a98/Freiburg-Dortmund-August-21-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,2,Sat,2021-08-21,15:30,Eint Frankfurt,1.6,0–0,0.3,Augsburg,22000,Deutsche Bank Park,Harm Osmers,/en/matches/d0031b17/Eintracht-Frankfurt-Augsburg-August-21-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,2,Sat,2021-08-21,18:30,Leverkusen,1.9,4–0,1.7,Gladbach,15105,BayArena,Deniz Aytekin,/en/matches/09083a3b/Bayer-Leverkusen-Monchengladbach-August-21-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,2,Sun,2021-08-22,15:30,Hoffenheim,1.0,2–2,1.8,Union Berlin,8014,PreZero Arena,Sascha Stegemann,/en/matches/222139d4/Hoffenheim-Union-Berlin-August-22-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,2,Sun,2021-08-22,17:30,Bayern Munich,2.6,3–2,1.1,Köln,20000,Allianz Arena,Martin Petersen,/en/matches/80f89105/Bayern-Munich-Koln-August-22-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,3,Fri,2021-08-27,20:30,Dortmund,3.4,3–2,2.2,Hoffenheim,25000,Signal Iduna Park,Felix Zwayer,/en/matches/1d990b1a/Dortmund-Hoffenheim-August-27-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,3,Sat,2021-08-28,15:30,Mainz 05,2.7,3–0,0.2,Greuther Fürth,11500,Mewa Arena,Tobias Reichel,/en/matches/359314e5/Mainz-05-Greuther-Furth-August-28-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,3,Sat,2021-08-28,15:30,Stuttgart,1.8,2–3,1.3,Freiburg,25000,Mercedes-Benz Arena,Frank Willenborg,/en/matches/8275ba5e/Stuttgart-Freiburg-August-28-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,3,Sat,2021-08-28,15:30,Arminia,0.6,1–1,1.5,Eint Frankfurt,13750,SchücoArena,Bastian Dankert,/en/matches/af8e306b/Arminia-Eintracht-Frankfurt-August-28-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,3,Sat,2021-08-28,15:30,Augsburg,1.8,1–4,2.0,Leverkusen,10582,WWK Arena,Benjamin Brand,/en/matches/c85d1dc1/Augsburg-Bayer-Leverkusen-August-28-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,3,Sat,2021-08-28,15:30,Köln,3.2,2–1,0.6,Bochum,25000,RheinEnergieSTADION,Benjamin Cortus,/en/matches/d4f200bb/Koln-Bochum-August-28-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,3,Sat,2021-08-28,18:30,Bayern Munich,2.8,5–0,0.4,Hertha BSC,25000,Allianz Arena,Sven Jablonski,/en/matches/7b0c7704/Bayern-Munich-Hertha-BSC-August-28-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,3,Sun,2021-08-29,15:30,Union Berlin,1.9,2–1,1.8,Gladbach,11006,Stadion An der Alten Försterei,Felix Brych,/en/matches/61782375/Union-Berlin-Monchengladbach-August-29-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,3,Sun,2021-08-29,17:30,Wolfsburg,0.8,1–0,1.1,RB Leipzig,12058,Volkswagen Arena,Tobias Stieler,/en/matches/85bc22c0/Wolfsburg-RB-Leipzig-August-29-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,4,Sat,2021-09-11,15:30,Freiburg,0.8,1–1,1.1,Köln,10000,Schwarzwald-Stadion,Harm Osmers,/en/matches/09be4ced/Freiburg-Koln-September-11-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,4,Sat,2021-09-11,15:30,Hoffenheim,0.7,0–2,0.9,Mainz 05,8427,PreZero Arena,Marco Fritz,/en/matches/0d2d244e/Hoffenheim-Mainz-05-September-11-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,4,Sat,2021-09-11,15:30,Union Berlin,1.0,0–0,1.0,Augsburg,10207,Stadion An der Alten Försterei,Martin Petersen,/en/matches/2ebf021f/Union-Berlin-Augsburg-September-11-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,4,Sat,2021-09-11,15:30,Leverkusen,0.7,3–4,1.8,Dortmund,17605,BayArena,Daniel Siebert,/en/matches/983b35eb/Bayer-Leverkusen-Dortmund-September-11-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,4,Sat,2021-09-11,15:30,Greuther Fürth,0.3,0–2,1.4,Wolfsburg,9000,Sportpark Ronhof Thomas Sommer,Robert Hartmann,/en/matches/ab5fbcdf/Greuther-Furth-Wolfsburg-September-11-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,4,Sat,2021-09-11,18:30,RB Leipzig,0.5,1–4,3.9,Bayern Munich,34000,Red Bull Arena,Deniz Aytekin,/en/matches/6bb4470e/RB-Leipzig-Bayern-Munich-September-11-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,4,Sun,2021-09-12,15:30,Eint Frankfurt,1.1,1–1,0.9,Stuttgart,25000,Deutsche Bank Park,Matthias Jöllenbeck,/en/matches/50ca4178/Eintracht-Frankfurt-Stuttgart-September-12-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,4,Sun,2021-09-12,17:30,Bochum,1.2,1–3,0.3,Hertha BSC,14000,Vonovia Ruhrstadion,Robert Schröder,/en/matches/f69ef742/Bochum-Hertha-BSC-September-12-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,4,Sun,2021-09-12,19:30,Gladbach,1.7,3–1,1.8,Arminia,24500,Stadion im Borussia-Park,Sascha Stegemann,/en/matches/7fb5657a/Monchengladbach-Arminia-September-12-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,5,Fri,2021-09-17,20:30,Hertha BSC,0.7,2–1,1.4,Greuther Fürth,21372,Olympiastadion Berlin,Tobias Stieler,/en/matches/7044d252/Hertha-BSC-Greuther-Furth-September-17-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,5,Sat,2021-09-18,15:30,Augsburg,0.3,1–0,0.6,Gladbach,12500,WWK Arena,Florian Badstübner,/en/matches/4131f8cf/Augsburg-Monchengladbach-September-18-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,5,Sat,2021-09-18,15:30,Arminia,1.1,0–0,1.1,Hoffenheim,13750,SchücoArena,Patrick Ittrich,/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,5,Sat,2021-09-18,15:30,Bayern Munich,5.6,7–0,0.4,Bochum,25000,Allianz Arena,Tobias Welz,/en/matches/bf42838a/Bayern-Munich-Bochum-September-18-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,5,Sat,2021-09-18,15:30,Mainz 05,0.9,0–0,0.4,Freiburg,13500,Mewa Arena,Benjamin Brand,/en/matches/d6ab6aa6/Mainz-05-Freiburg-September-18-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,5,Sat,2021-09-18,18:30,Köln,1.7,1–1,2.7,RB Leipzig,25000,RheinEnergieSTADION,Felix Brych,/en/matches/1034477c/Koln-RB-Leipzig-September-18-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,5,Sun,2021-09-19,15:30,Stuttgart,1.6,1–3,1.4,Leverkusen,23450,Mercedes-Benz Arena,Benjamin Cortus,/en/matches/0517b46d/Stuttgart-Bayer-Leverkusen-September-19-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,5,Sun,2021-09-19,17:30,Dortmund,0.9,4–2,1.6,Union Berlin,25000,Signal Iduna Park,Sven Jablonski,/en/matches/3fe1eafa/Dortmund-Union-Berlin-September-19-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,5,Sun,2021-09-19,19:30,Wolfsburg,1.2,1–1,0.3,Eint Frankfurt,9266,Volkswagen Arena,Felix Zwayer,/en/matches/1d1a48ef/Wolfsburg-Eintracht-Frankfurt-September-19-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,6,Fri,2021-09-24,20:30,Greuther Fürth,0.7,1–3,0.8,Bayern Munich,11740,Sportpark Ronhof Thomas Sommer,Robert Schröder,/en/matches/2def9292/Greuther-Furth-Bayern-Munich-September-24-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,6,Sat,2021-09-25,15:30,Eint Frankfurt,0.9,1–1,0.9,Köln,24000,Deutsche Bank Park,Martin Petersen,/en/matches/6f2e488a/Eintracht-Frankfurt-Koln-September-25-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,6,Sat,2021-09-25,15:30,Hoffenheim,1.5,3–1,0.6,Wolfsburg,8523,PreZero Arena,Daniel Siebert,/en/matches/6f418f24/Hoffenheim-Wolfsburg-September-25-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,6,Sat,2021-09-25,15:30,Leverkusen,1.5,1–0,0.9,Mainz 05,16624,BayArena,Bastian Dankert,/en/matches/71712d04/Bayer-Leverkusen-Mainz-05-September-25-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,6,Sat,2021-09-25,15:30,Union Berlin,1.2,1–0,0.5,Arminia,11000,Stadion An der Alten Försterei,Marco Fritz,/en/matches/7455e226/Union-Berlin-Arminia-September-25-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,6,Sat,2021-09-25,15:30,RB Leipzig,3.8,6–0,0.2,Hertha BSC,23500,Red Bull Arena,Sascha Stegemann,/en/matches/a091652a/RB-Leipzig-Hertha-BSC-September-25-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,6,Sat,2021-09-25,18:30,Gladbach,1.6,1–0,0.4,Dortmund,25000,Stadion im Borussia-Park,Deniz Aytekin,/en/matches/b871a58d/Monchengladbach-Dortmund-September-25-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,6,Sun,2021-09-26,15:30,Bochum,0.8,0–0,0.3,Stuttgart,15300,Vonovia Ruhrstadion,Christian Dingert,/en/matches/c2d980b0/Bochum-Stuttgart-September-26-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,6,Sun,2021-09-26,17:30,Freiburg,3.1,3–0,0.2,Augsburg,14400,Schwarzwald-Stadion,Daniel Schlager,/en/matches/c53a65fe/Freiburg-Augsburg-September-26-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,7,Fri,2021-10-01,20:30,Köln,2.9,3–1,1.3,Greuther Fürth,40000,RheinEnergieSTADION,Matthias Jöllenbeck,/en/matches/c3c10403/Koln-Greuther-Furth-October-1-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,7,Sat,2021-10-02,15:30,Stuttgart,0.8,3–1,1.0,Hoffenheim,24211,Mercedes-Benz Arena,Harm Osmers,/en/matches/0355d66e/Stuttgart-Hoffenheim-October-2-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,7,Sat,2021-10-02,15:30,Dortmund,3.0,2–1,0.8,Augsburg,41000,Signal Iduna Park,Tobias Welz,/en/matches/71a3be9a/Dortmund-Augsburg-October-2-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,7,Sat,2021-10-02,15:30,Hertha BSC,1.0,1–2,0.7,Freiburg,18376,Olympiastadion Berlin,Patrick Ittrich,/en/matches/e8fc2a86/Hertha-BSC-Freiburg-October-2-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,7,Sat,2021-10-02,15:30,Wolfsburg,1.3,1–3,3.3,Gladbach,12845,Volkswagen Arena,Frank Willenborg,/en/matches/e9ccaf2f/Wolfsburg-Monchengladbach-October-2-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,7,Sat,2021-10-02,18:30,RB Leipzig,3.2,3–0,1.5,Bochum,25598,Red Bull Arena,Robert Hartmann,/en/matches/db3c78fe/RB-Leipzig-Bochum-October-2-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,7,Sun,2021-10-03,15:30,Mainz 05,1.1,1–2,1.4,Union Berlin,16000,Mewa Arena,Tobias Stieler,/en/matches/2886daca/Mainz-05-Union-Berlin-October-3-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,7,Sun,2021-10-03,17:30,Bayern Munich,2.2,1–2,0.8,Eint Frankfurt,25000,Allianz Arena,Florian Badstübner,/en/matches/d787a390/Bayern-Munich-Eintracht-Frankfurt-October-3-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,7,Sun,2021-10-03,19:30,Arminia,0.4,0–4,3.1,Leverkusen,16250,SchücoArena,Felix Zwayer,/en/matches/2103b5e4/Arminia-Bayer-Leverkusen-October-3-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,8,Fri,2021-10-15,20:30,Hoffenheim,3.7,5–0,0.7,Köln,14309,PreZero Arena,Tobias Reichel,/en/matches/e383a1bd/Hoffenheim-Koln-October-15-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,8,Sat,2021-10-16,15:30,Eint Frankfurt,1.6,1–2,1.8,Hertha BSC,32000,Deutsche Bank Park,Deniz Aytekin,/en/matches/0acbd0c7/Eintracht-Frankfurt-Hertha-BSC-October-16-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,8,Sat,2021-10-16,15:30,Union Berlin,0.9,2–0,1.5,Wolfsburg,11000,Stadion An der Alten Försterei,Sascha Stegemann,/en/matches/0e35371a/Union-Berlin-Wolfsburg-October-16-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,8,Sat,2021-10-16,15:30,Freiburg,1.4,1–1,1.7,RB Leipzig,20000,Europa-Park Stadion,Daniel Siebert,/en/matches/42f54f57/Freiburg-RB-Leipzig-October-16-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,8,Sat,2021-10-16,15:30,Greuther Fürth,0.8,0–1,1.6,Bochum,10586,Sportpark Ronhof Thomas Sommer,Bastian Dankert,/en/matches/ab41b4b4/Greuther-Furth-Bochum-October-16-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,8,Sat,2021-10-16,15:30,Dortmund,2.3,3–1,0.8,Mainz 05,63812,Signal Iduna Park,Daniel Schlager,/en/matches/f9cb2f43/Dortmund-Mainz-05-October-16-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,8,Sat,2021-10-16,18:30,Gladbach,2.6,1–1,0.3,Stuttgart,41608,Stadion im Borussia-Park,Felix Brych,/en/matches/6dfac175/Monchengladbach-Stuttgart-October-16-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,8,Sun,2021-10-17,15:30,Leverkusen,0.7,1–5,3.2,Bayern Munich,29542,BayArena,Sven Jablonski,/en/matches/4fb9342d/Bayer-Leverkusen-Bayern-Munich-October-17-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,8,Sun,2021-10-17,17:30,Augsburg,0.6,1–1,0.3,Arminia,17500,WWK Arena,Robert Schröder,/en/matches/7154b5d1/Augsburg-Arminia-October-17-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,9,Fri,2021-10-22,20:30,Mainz 05,3.7,4–1,0.9,Augsburg,19400,Mewa Arena,Robert Hartmann,/en/matches/2fb98536/Mainz-05-Augsburg-October-22-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,9,Sat,2021-10-23,15:30,Bayern Munich,2.8,4–0,0.7,Hoffenheim,60000,Allianz Arena,Matthias Jöllenbeck,/en/matches/84f78a21/Bayern-Munich-Hoffenheim-October-23-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,9,Sat,2021-10-23,15:30,Wolfsburg,1.3,0–2,1.5,Freiburg,10251,Volkswagen Arena,Tobias Welz,/en/matches/9a217927/Wolfsburg-Freiburg-October-23-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,9,Sat,2021-10-23,15:30,RB Leipzig,2.3,4–1,1.4,Greuther Fürth,24758,Red Bull Arena,Christian Dingert,/en/matches/b1bb1224/RB-Leipzig-Greuther-Furth-October-23-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,9,Sat,2021-10-23,15:30,Arminia,1.4,1–3,2.4,Dortmund,25000,SchücoArena,Benjamin Brand,/en/matches/d024165b/Arminia-Dortmund-October-23-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,9,Sat,2021-10-23,18:30,Hertha BSC,1.0,1–0,0.5,Gladbach,25000,Olympiastadion Berlin,Benjamin Cortus,/en/matches/60b309f6/Hertha-BSC-Monchengladbach-October-23-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,9,Sun,2021-10-24,15:30,Köln,1.8,2–2,0.9,Leverkusen,49600,RheinEnergieSTADION,Felix Zwayer,/en/matches/8601b25d/Koln-Bayer-Leverkusen-October-24-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,9,Sun,2021-10-24,17:30,Stuttgart,0.5,1–1,1.0,Union Berlin,32595,Mercedes-Benz Arena,Florian Badstübner,/en/matches/6bfdf1c1/Stuttgart-Union-Berlin-October-24-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,9,Sun,2021-10-24,19:30,Bochum,2.1,2–0,1.6,Eint Frankfurt,19510,Vonovia Ruhrstadion,Marco Fritz,/en/matches/978265c8/Bochum-Eintracht-Frankfurt-October-24-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,10,Fri,2021-10-29,20:30,Hoffenheim,0.9,2–0,0.3,Hertha BSC,8127,PreZero Arena,Sven Jablonski,/en/matches/910a7e20/Hoffenheim-Hertha-BSC-October-29-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,10,Sat,2021-10-30,15:30,Freiburg,1.5,3–1,0.8,Greuther Fürth,31500,Europa-Park Stadion,Felix Brych,/en/matches/1b975160/Freiburg-Greuther-Furth-October-30-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,10,Sat,2021-10-30,15:30,Leverkusen,1.5,0–2,1.8,Wolfsburg,20132,BayArena,Deniz Aytekin,/en/matches/1cfc37c8/Bayer-Leverkusen-Wolfsburg-October-30-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,10,Sat,2021-10-30,15:30,Dortmund,1.4,2–0,1.3,Köln,66709,Signal Iduna Park,Martin Petersen,/en/matches/317a96ac/Dortmund-Koln-October-30-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,10,Sat,2021-10-30,15:30,Union Berlin,0.9,2–5,3.2,Bayern Munich,16509,Stadion An der Alten Försterei,Harm Osmers,/en/matches/ecd8a537/Union-Berlin-Bayern-Munich-October-30-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,10,Sat,2021-10-30,15:30,Arminia,0.6,1–2,2.5,Mainz 05,19477,SchücoArena,Bastian Dankert,/en/matches/f1714ccc/Arminia-Mainz-05-October-30-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,10,Sat,2021-10-30,18:30,Eint Frankfurt,0.6,1–1,3.0,RB Leipzig,31000,Deutsche Bank Park,Daniel Schlager,/en/matches/17b265aa/Eintracht-Frankfurt-RB-Leipzig-October-30-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,10,Sun,2021-10-31,15:30,Augsburg,2.1,4–1,0.9,Stuttgart,17500,WWK Arena,Patrick Ittrich,/en/matches/76cd38ec/Augsburg-Stuttgart-October-31-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,10,Sun,2021-10-31,17:30,Gladbach,1.9,2–1,0.8,Bochum,42361,Stadion im Borussia-Park,Tobias Reichel,/en/matches/1f2fb766/Monchengladbach-Bochum-October-31-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,11,Fri,2021-11-05,20:30,Mainz 05,1.1,1–1,1.6,Gladbach,25000,Mewa Arena,Robert Schröder,/en/matches/7174b056/Mainz-05-Monchengladbach-November-5-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,11,Sat,2021-11-06,15:30,Bochum,2.9,2–0,0.6,Hoffenheim,19600,Vonovia Ruhrstadion,Frank Willenborg,/en/matches/3cb8f0f6/Bochum-Hoffenheim-November-6-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,11,Sat,2021-11-06,15:30,Stuttgart,0.9,0–1,1.7,Arminia,33550,Mercedes-Benz Arena,Christian Dingert,/en/matches/d0f253c9/Stuttgart-Arminia-November-6-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,11,Sat,2021-11-06,15:30,Bayern Munich,2.8,2–1,1.0,Freiburg,75000,Allianz Arena,Sascha Stegemann,/en/matches/f0a8a2f0/Bayern-Munich-Freiburg-November-6-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,11,Sat,2021-11-06,15:30,Wolfsburg,0.5,1–0,0.7,Augsburg,16095,Volkswagen Arena,Marco Fritz,/en/matches/f1b9b586/Wolfsburg-Augsburg-November-6-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,11,Sat,2021-11-06,18:30,RB Leipzig,2.6,2–1,0.9,Dortmund,43429,Red Bull Arena,Felix Zwayer,/en/matches/a599df7c/RB-Leipzig-Dortmund-November-6-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,11,Sun,2021-11-07,15:30,Hertha BSC,0.8,1–1,1.0,Leverkusen,22187,Olympiastadion Berlin,Robert Hartmann,/en/matches/90ec1976/Hertha-BSC-Bayer-Leverkusen-November-7-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,11,Sun,2021-11-07,17:30,Köln,1.8,2–2,1.0,Union Berlin,49000,RheinEnergieSTADION,Tobias Stieler,/en/matches/212d11b2/Koln-Union-Berlin-November-7-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,11,Sun,2021-11-07,19:30,Greuther Fürth,2.4,1–2,1.2,Eint Frankfurt,10244,Sportpark Ronhof Thomas Sommer,Daniel Siebert,/en/matches/d6e5c0fb/Greuther-Furth-Eintracht-Frankfurt-November-7-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,12,Fri,2021-11-19,20:30,Augsburg,0.4,2–1,1.2,Bayern Munich,26000,WWK Arena,Daniel Siebert,/en/matches/75a06726/Augsburg-Bayern-Munich-November-19-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,12,Sat,2021-11-20,15:30,Hoffenheim,3.1,2–0,0.2,RB Leipzig,13233,PreZero Arena,Tobias Welz,/en/matches/49d6a038/Hoffenheim-RB-Leipzig-November-20-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,12,Sat,2021-11-20,15:30,Dortmund,2.2,2–1,1.6,Stuttgart,57900,Signal Iduna Park,Harm Osmers,/en/matches/5d6c4225/Dortmund-Stuttgart-November-20-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,12,Sat,2021-11-20,15:30,Leverkusen,1.7,1–0,0.8,Bochum,22538,BayArena,Daniel Schlager,/en/matches/983ef159/Bayer-Leverkusen-Bochum-November-20-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,12,Sat,2021-11-20,15:30,Arminia,1.3,2–2,1.9,Wolfsburg,19801,SchücoArena,Martin Petersen,/en/matches/c5c97f25/Arminia-Wolfsburg-November-20-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,12,Sat,2021-11-20,15:30,Gladbach,3.1,4–0,0.2,Greuther Fürth,38621,Stadion im Borussia-Park,Benjamin Brand,/en/matches/e1da08ee/Monchengladbach-Greuther-Furth-November-20-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,12,Sat,2021-11-20,18:30,Union Berlin,1.5,2–0,0.4,Hertha BSC,22012,Stadion An der Alten Försterei,Felix Brych,/en/matches/bb4eb685/Union-Berlin-Hertha-BSC-November-20-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,12,Sun,2021-11-21,15:30,Freiburg,1.4,0–2,1.2,Eint Frankfurt,32500,Europa-Park Stadion,Florian Badstübner,/en/matches/795e2fe3/Freiburg-Eintracht-Frankfurt-November-21-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,12,Sun,2021-11-21,17:30,Mainz 05,0.8,1–1,2.2,Köln,25500,Mewa Arena,Deniz Aytekin,/en/matches/56673b3d/Mainz-05-Koln-November-21-2021-Bundesliga,,GER-BL1,21-22
Bundesliga,13,Fri,2021-11-26,20:30,Stuttgart,0.3,2–1,0.8,Mainz 05,25000,Mercedes-Benz Arena,Matthias Jöllenbeck,/en/matches/d8bb03fe/Stuttgart-Mainz-05-November-26-2021-Bundesliga,,GER-BL1,21-22
