id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: league,Unnamed: season
42ec696a,10,Igor Akinfeev,RUS,GK,CSKA Moscow,32,1986,5.0,186,152,183,3,0,0,186,0,0,,0,,78,577,441,0,0,0,0,0,64,0,Matches,UCL,18-19
6ec6fde0,11,Kevin Akpoguma,NGA,DF,Hoffenheim,23,1995,2.0,116,11,50,65,2,0,116,0,0,,0,,60,342,231,2,1,0,0,0,81,0,Matches,UCL,18-19
05439de2,12,David Alaba,AUT,DF,Bayern Munich,26,1992,7.0,517,27,139,260,120,11,517,5,3,60.0,2,40.0,277,1322,689,23,14,3,6,8,316,39,Matches,UCL,18-19
4601e194,13,Jordi Alba,ESP,DF,Barcelona,29,1989,11.0,1117,35,241,556,327,37,1117,10,7,70.0,3,30.0,580,2298,1403,30,20,9,9,4,812,118,Matches,UCL,18-19
4bd414c1,14,Raúl Albiol,ESP,DF,Napoli,32,1985,5.5,460,45,188,271,2,1,460,1,1,100.0,0,0.0,298,1080,671,0,0,0,1,0,350,0,Matches,UCL,18-19
a7a9d95a,15,Paco Alcácer,ESP,FW,Dortmund,24,1993,4.0,127,2,5,51,72,12,126,3,1,33.3,2,66.7,68,184,51,1,1,1,8,4,96,15,Matches,UCL,18-19
77e84962,16,Thiago Alcántara,ESP,MF,Bayern Munich,27,1991,4.3,379,8,89,233,62,1,379,7,6,85.7,1,14.3,246,1184,577,9,5,1,6,8,271,0,Matches,UCL,18-19
f7d50789,17,Toby Alderweireld,BEL,DF,Tottenham,29,1989,12.0,849,79,386,441,25,14,849,0,0,,0,,529,2488,1196,10,4,0,2,1,588,1,Matches,UCL,18-19
d849ef0f,18,Alef,BRA,MF,AEK Athens,23,1995,2.2,101,9,28,67,8,0,101,3,2,66.7,1,33.3,51,289,73,1,0,0,3,4,58,2,Matches,UCL,18-19
6c811eb7,19,Carles Aleñá,ESP,MF,Barcelona,20,1998,1.0,64,0,13,42,9,1,64,2,2,100.0,0,0.0,37,166,49,1,1,0,1,1,53,0,Matches,UCL,18-19
cd1acf9d,20,Trent Alexander-Arnold,ENG,DF,Liverpool,19,1998,10.2,832,31,201,384,259,12,832,9,7,77.8,2,22.2,405,1829,1171,24,23,4,11,6,458,52,Matches,UCL,18-19
7a2e46a8,21,Alisson,BRA,GK,Liverpool,25,1992,13.0,472,407,467,5,0,0,472,0,0,,0,,274,1275,844,0,0,0,0,0,218,0,Matches,UCL,18-19
cc700722,22,Allan,BRA,MF,Napoli,27,1991,5.7,460,12,78,340,50,2,460,11,7,63.6,4,36.4,281,1114,617,6,11,1,6,15,321,8,Matches,UCL,18-19
cea4ee8f,23,Dele Alli,ENG,MF,Tottenham,22,1996,7.9,401,6,54,178,176,32,401,23,10,43.5,13,56.5,258,1392,640,19,17,6,21,13,291,51,Matches,UCL,18-19
67b3d74b,24,André Almeida,POR,DF,Benfica,27,1990,6.0,419,24,141,200,81,2,419,8,3,37.5,5,62.5,197,877,473,11,11,0,6,4,202,19,Matches,UCL,18-19
c9e99e49,25,Dani Alves,BRA,"FW,DF",Paris S-G,35,1983,2.3,206,4,30,94,82,5,206,3,2,66.7,1,33.3,123,467,245,8,4,1,2,4,166,18,Matches,UCL,18-19
24fc70d3,26,Mohamed Aly Camara,GUI,DF,Young Boys,20,1997,3.9,186,33,104,78,8,2,186,0,0,,0,,93,569,385,1,4,0,3,0,110,0,Matches,UCL,18-19
555d5edd,27,Nadiem Amiri,GER,MF,Hoffenheim,21,1996,0.3,27,1,8,13,7,1,27,1,1,100.0,0,0.0,17,96,65,1,1,0,2,0,19,2,Matches,UCL,18-19
5a2cb25d,28,Sofyan Amrabat,MAR,"DF,MF",Club Brugge,21,1996,2.0,134,9,39,72,25,1,134,5,4,80.0,1,20.0,54,318,163,7,1,1,6,1,68,3,Matches,UCL,18-19
30941e96,29,Angeliño,ESP,DF,PSV Eindhoven,21,1997,6.0,287,32,119,108,60,2,287,5,3,60.0,2,40.0,119,636,381,9,3,1,1,2,141,15,Matches,UCL,18-19
a5db0bec,30,Houssem Aouar,ALG,"MF,FW",Lyon,20,1998,7.0,411,21,76,256,92,20,411,23,18,78.3,5,21.7,267,1582,853,22,15,5,9,9,305,27,Matches,UCL,18-19
2f965a72,31,Alphonse Areola,FRA,GK,Paris S-G,25,1993,3.0,93,76,93,0,0,0,93,0,0,,0,,51,239,143,0,0,0,0,0,50,0,Matches,UCL,18-19
fdd60087,32,Santiago Arias,COL,"DF,FW",Atlético Madrid,26,1992,3.8,207,10,52,86,69,4,207,3,1,33.3,2,66.7,109,574,335,8,4,1,2,0,119,29,Matches,UCL,18-19
089550f5,33,Kwadwo Asamoah,GHA,DF,Inter,29,1988,5.8,379,20,128,186,72,2,379,9,7,77.8,2,22.2,184,1031,554,11,10,1,7,5,243,24,Matches,UCL,18-19
45af8a54,34,Marco Asensio,ESP,"FW,MF",Real Madrid,22,1996,3.4,243,4,12,96,140,26,243,17,13,76.5,4,23.5,182,1474,638,20,15,6,5,5,201,59,Matches,UCL,18-19
5d5219b1,35,Roger Assalé,CIV,"FW,MF",Young Boys,24,1993,4.2,162,1,10,78,77,11,162,10,5,50.0,5,50.0,123,981,463,13,12,3,22,8,135,33,Matches,UCL,18-19
5c2b4f07,36,Serge Aurier,CIV,DF,Tottenham,25,1992,4.8,357,14,86,143,132,7,357,12,7,58.3,5,41.7,195,824,501,12,15,2,8,8,204,43,Matches,UCL,18-19
70d8e84c,37,Chidozie Awaziem,NGA,MF,Porto,21,1997,0.1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,UCL,18-19
8e34b9f5,38,Serdar Aziz,TUR,DF,Galatasaray,27,1990,4.0,285,18,119,164,2,2,285,1,1,100.0,0,0.0,123,622,375,0,1,0,0,0,194,0,Matches,UCL,18-19
075fe5a3,39,Srđan Babić,SRB,DF,Red Star,22,1996,2.5,124,16,75,48,2,1,124,1,1,100.0,0,0.0,73,368,190,1,0,0,0,0,75,0,Matches,UCL,18-19
06df8256,40,Benoît Badiashile,FRA,DF,Monaco,17,2001,2.0,149,30,102,43,4,2,149,1,1,100.0,0,0.0,113,504,318,1,0,0,1,2,113,0,Matches,UCL,18-19
34e38ddf,41,Loic Badiashile,FRA,GK,Monaco,20,1998,1.0,33,31,33,0,0,0,33,0,0,,0,,17,73,32,0,0,0,0,0,10,0,Matches,UCL,18-19
a1232f4e,42,Eric Bailly,CIV,DF,Manchester Utd,24,1994,3.4,155,17,76,75,4,1,155,1,1,100.0,0,0.0,87,411,164,0,0,0,0,0,86,0,Matches,UCL,18-19
50ccf47d,43,Michalis Bakakis,GRE,"DF,FW",AEK Athens,27,1991,5.8,315,32,101,146,70,3,315,9,3,33.3,6,66.7,137,879,403,14,12,0,6,10,148,23,Matches,UCL,18-19
dead55e5,44,Anastasios Bakasetas,GRE,FW,AEK Athens,25,1993,2.0,131,1,13,75,44,1,131,3,1,33.3,2,66.7,87,414,194,2,6,1,1,4,100,8,Matches,UCL,18-19
509a4ccb,45,Keita Baldé,SEN,"FW,MF",Inter,23,1995,0.8,33,0,4,11,18,3,33,3,2,66.7,1,33.3,17,87,46,3,0,1,1,1,26,8,Matches,UCL,18-19
a58bb1e1,46,Gareth Bale,WAL,FW,Real Madrid,29,1989,5.4,278,4,27,118,135,41,278,10,7,70.0,3,30.0,199,1240,624,22,7,11,8,4,240,70,Matches,UCL,18-19
f7b10c66,47,David von Ballmoos,SUI,GK,Young Boys,23,1994,4.0,158,114,157,1,0,0,158,0,0,,0,,69,504,357,0,0,0,0,0,49,0,Matches,UCL,18-19
d7c09951,48,Dmitri Barinov,RUS,MF,Loko Moscow,21,1996,3.2,162,12,39,89,37,4,162,1,1,100.0,0,0.0,65,355,163,5,10,1,3,4,84,7,Matches,UCL,18-19
c2e41cfb,49,Vasilios Barkas,GRE,GK,AEK Athens,24,1994,6.0,223,205,223,0,0,0,223,0,0,,0,,115,950,725,0,0,0,0,0,74,0,Matches,UCL,18-19
6a189491,50,Antonio Barreca,ITA,DF,Monaco,23,1995,1.0,93,1,14,45,35,0,93,2,0,0.0,2,100.0,68,391,238,6,5,0,1,2,76,8,Matches,UCL,18-19
7c0000fd,51,Andrea Barzagli,ITA,DF,Juventus,37,1981,1.2,86,3,29,52,5,0,86,0,0,,0,,33,145,78,1,0,0,2,0,62,0,Matches,UCL,18-19
2973d8ff,52,Michy Batshuayi,BEL,FW,Valencia,24,1993,3.8,156,2,6,89,62,19,156,13,7,53.8,6,46.2,112,504,162,5,3,5,16,6,124,29,Matches,UCL,18-19
47064058,53,Oliver Baumann,GER,GK,Hoffenheim,28,1990,6.0,237,174,232,5,0,0,237,0,0,,0,,96,568,423,0,0,0,0,0,97,0,Matches,UCL,18-19
7bcc0708,54,Ömer Bayram,TUR,DF,Galatasaray,27,1991,0.6,54,1,7,37,10,0,54,1,1,100.0,0,0.0,27,161,67,3,0,0,1,3,42,3,Matches,UCL,18-19
da59a197,55,Riechedly Bazoer,NED,MF,Porto,21,1996,0.1,9,0,2,4,3,2,9,0,0,,0,,4,21,7,0,0,0,0,0,8,0,Matches,UCL,18-19
19e4eab9,56,Rodrigo Becão,BRA,DF,CSKA Moscow,22,1996,6.0,304,44,147,153,5,2,304,2,1,50.0,1,50.0,132,595,300,1,0,0,2,0,173,0,Matches,UCL,18-19
50dc94ce,57,Donny van de Beek,NED,MF,Ajax,21,1997,10.9,445,10,58,224,169,45,445,21,12,57.1,9,42.9,217,883,483,18,11,5,16,7,262,55,Matches,UCL,18-19
ff182fdc,58,Ishak Belfodil,ALG,"FW,MF",Hoffenheim,26,1992,3.8,132,3,9,57,67,22,132,4,2,50.0,2,50.0,77,482,245,10,2,3,10,6,105,41,Matches,UCL,18-19
e204ec12,59,Younès Belhanda,MAR,MF,Galatasaray,28,1990,3.6,206,2,22,108,79,4,206,8,5,62.5,3,37.5,106,653,315,12,7,1,7,5,133,13,Matches,UCL,18-19
b7e7937d,60,Diego Benaglio,SUI,GK,Monaco,34,1983,4.5,127,114,126,1,0,0,127,0,0,,0,,64,315,191,0,0,0,0,0,51,0,Matches,UCL,18-19
3b15ef2d,61,Medhi Benatia,MAR,DF,Juventus,31,1987,1.0,79,8,27,52,0,0,79,0,0,,0,,50,169,67,0,0,0,0,0,66,0,Matches,UCL,18-19
f5b6fb78,62,Loris Benito,SUI,DF,Young Boys,26,1992,6.0,370,32,94,192,88,3,370,2,1,50.0,1,50.0,170,864,492,12,10,1,6,1,204,22,Matches,UCL,18-19
3189f61a,63,Nabil Bentaleb,ALG,MF,Schalke 04,23,1994,4.7,281,7,62,178,43,5,278,11,7,63.6,4,36.4,127,654,301,5,6,1,6,8,162,5,Matches,UCL,18-19
3b8674e6,64,Rodrigo Bentancur,URU,MF,Juventus,21,1997,6.1,413,10,66,266,85,8,413,10,8,80.0,2,20.0,258,1475,781,15,10,1,6,5,293,20,Matches,UCL,18-19
70d74ece,65,Karim Benzema,FRA,FW,Real Madrid,30,1987,6.5,335,7,18,130,188,51,335,24,14,58.3,10,41.7,237,1498,680,28,8,19,17,11,282,66,Matches,UCL,18-19
5d0d1ec7,66,Steve von Bergen,SUI,DF,Young Boys,35,1983,4.5,190,22,85,106,2,0,190,0,0,,0,,99,471,235,1,2,0,0,1,106,0,Matches,UCL,18-19
a29b1131,67,Steven Bergwijn,NED,FW,PSV Eindhoven,20,1997,4.4,151,1,24,67,62,11,151,16,6,37.5,10,62.5,97,881,495,15,11,4,15,4,101,17,Matches,UCL,18-19
ee93c1a9,68,Federico Bernardeschi,ITA,"MF,FW",Juventus,24,1994,6.1,305,9,41,150,122,22,305,28,16,57.1,11,39.3,189,1382,470,15,13,7,12,18,212,37,Matches,UCL,18-19
433dc9a2,69,Juan Bernat,ESP,DF,Paris S-G,25,1993,7.5,500,22,136,222,147,20,500,11,5,45.5,6,54.5,290,1244,764,25,19,9,13,9,321,54,Matches,UCL,18-19
2e06f387,70,Leonardo Bertone,SUI,MF,Young Boys,24,1994,1.2,70,5,14,44,12,1,70,0,0,,0,,36,209,63,1,2,0,0,1,48,1,Matches,UCL,18-19
de40e38c,71,Giulian Biancone,FRA,DF,Monaco,18,2000,1.9,144,8,56,65,26,1,144,2,0,0.0,2,100.0,101,630,402,7,6,0,1,0,95,5,Matches,UCL,18-19
7aac47fe,72,Ermin Bičakčić,BIH,DF,Hoffenheim,28,1990,2.8,242,9,90,150,2,1,242,0,0,,0,,129,691,428,3,1,0,0,2,183,0,Matches,UCL,18-19
6fdac234,73,Jaka Bijol,SVN,MF,CSKA Moscow,19,1999,3.0,166,13,46,102,18,6,166,2,1,50.0,1,50.0,53,183,73,1,1,1,3,0,101,1,Matches,UCL,18-19
79370f8c,74,Kristijan Bistrović,CRO,MF,CSKA Moscow,20,1998,2.0,110,2,16,72,24,0,110,1,0,0.0,1,100.0,56,323,147,2,2,0,2,2,81,2,Matches,UCL,18-19
dc62fbee,75,Leonardo Bittencourt,GER,MF,Hoffenheim,24,1993,1.6,74,0,13,27,37,8,74,3,2,66.7,1,33.3,35,291,136,6,7,3,5,3,41,8,Matches,UCL,18-19
691bef82,76,Daley Blind,NED,"DF,MF",Ajax,28,1990,12.0,945,62,353,520,79,7,945,8,2,25.0,6,75.0,556,2598,1456,12,6,1,4,4,627,10,Matches,UCL,18-19
27f0fcda,77,Richmond Boakye,GHA,FW,Red Star,25,1993,2.1,75,3,5,44,26,6,75,0,0,,0,,51,169,42,2,2,2,8,4,51,10,Matches,UCL,18-19
2db2fd7b,78,Jérôme Boateng,GER,DF,Bayern Munich,29,1988,5.0,469,33,195,264,11,1,469,0,0,,0,,296,1476,918,6,3,0,0,0,356,1,Matches,UCL,18-19
24b98f95,79,Serhiy Bolbat,UKR,FW,Shakhtar,25,1993,1.9,59,1,11,24,26,6,59,4,0,0.0,4,100.0,42,293,154,4,1,2,2,1,43,7,Matches,UCL,18-19
52ec54d0,80,Leonardo Bonucci,ITA,DF,Juventus,31,1987,10.0,765,61,280,469,21,4,765,0,0,,0,,430,1962,1323,9,6,0,1,1,562,5,Matches,UCL,18-19
5e8936be,81,Milan Borjan,CAN,GK,Red Star,30,1987,6.0,252,217,251,1,0,0,252,0,0,,0,,121,725,501,0,0,0,1,0,70,0,Matches,UCL,18-19
d49f3e6b,82,Lucas Boyé,ARG,"FW,MF",AEK Athens,22,1996,1.4,54,2,9,29,17,4,54,6,4,66.7,2,33.3,39,153,83,2,1,1,5,2,37,8,Matches,UCL,18-19
56b5d64e,83,Yacine Brahimi,ALG,"FW,MF",Porto,28,1990,6.9,351,3,27,186,148,25,351,51,28,54.9,23,45.1,268,2342,1223,39,33,8,19,26,273,45,Matches,UCL,18-19
2b5527c4,84,Joshua Brenet,CUW,"DF,FW",Hoffenheim,24,1994,1.5,54,4,23,22,10,1,54,1,1,100.0,0,0.0,20,102,79,1,0,0,4,1,22,9,Matches,UCL,18-19
33b8d077,85,Marcelo Brozović,CRO,MF,Inter,25,1992,5.9,513,14,156,293,67,0,513,3,2,66.7,1,33.3,240,1357,559,7,9,0,8,10,356,3,Matches,UCL,18-19
fbffc4b1,86,Jeffrey Bruma,NED,DF,Schalke 04,26,1991,2.0,75,10,42,32,1,0,75,0,0,,0,,44,275,95,1,0,0,1,0,51,0,Matches,UCL,18-19
4e204552,87,Jacob Bruun Larsen,DEN,FW,Dortmund,19,1998,1.7,78,2,7,30,41,7,78,5,1,20.0,4,80.0,47,288,73,4,3,2,3,0,58,14,Matches,UCL,18-19
e40d028b,88,Gianluigi Buffon,ITA,GK,Paris S-G,40,1978,5.0,140,129,139,1,0,0,140,0,0,,0,,49,215,130,0,0,0,0,0,51,0,Matches,UCL,18-19
2bcc6d52,89,Guido Burgstaller,AUT,FW,Schalke 04,29,1989,2.6,78,0,3,43,34,5,78,5,1,20.0,4,80.0,39,258,85,4,4,2,3,5,52,18,Matches,UCL,18-19
9d12e142,90,Roman Bürki,SUI,GK,Dortmund,27,1990,7.0,244,192,241,3,0,0,244,0,0,,0,,148,724,398,0,0,0,0,0,134,0,Matches,UCL,18-19
5ab0ea87,91,Sergio Busquets,ESP,MF,Barcelona,30,1988,11.5,1060,27,229,728,110,4,1060,6,6,100.0,0,0.0,548,1900,884,3,5,0,7,6,809,7,Matches,UCL,18-19
8a7a5ad7,92,Bohdan Butko,UKR,DF,Shakhtar,27,1991,1.5,103,7,26,41,36,1,103,3,0,0.0,3,100.0,52,174,57,2,1,0,0,0,60,12,Matches,UCL,18-19
d1273f09,93,Daniel Caligiuri,ITA,"DF,FW",Schalke 04,30,1988,5.7,340,13,91,159,99,5,340,14,7,50.0,7,50.0,133,1014,515,17,18,1,8,18,150,24,Matches,UCL,18-19
78841da9,94,José Callejón,ESP,MF,Napoli,31,1987,5.7,332,5,40,159,134,19,332,7,3,42.9,4,57.1,196,789,404,7,6,2,4,5,239,49,Matches,UCL,18-19
a65ce836,95,Emre Can,GER,"MF,DF",Juventus,24,1994,3.8,251,7,49,157,46,6,251,6,4,66.7,2,33.3,143,897,535,15,7,1,4,7,186,7,Matches,UCL,18-19
bd6351cd,96,João Cancelo,POR,DF,Juventus,24,1994,5.3,382,15,86,190,112,7,382,19,11,57.9,8,42.1,217,1418,768,21,16,3,11,4,244,39,Matches,UCL,18-19
356c9002,97,Antonio Candreva,ITA,"FW,MF",Inter,31,1987,1.5,82,2,11,29,43,4,82,3,2,66.7,1,33.3,40,318,159,7,4,1,6,3,60,18,Matches,UCL,18-19
4958bfb2,98,Dani Carvajal,ESP,DF,Real Madrid,26,1992,4.7,397,25,114,159,125,12,397,10,5,50.0,5,50.0,220,1212,715,20,9,4,9,2,263,23,Matches,UCL,18-19
4d224fe8,99,Casemiro,BRA,MF,Real Madrid,26,1992,5.6,453,27,119,275,64,6,453,6,4,66.7,2,33.3,262,894,418,1,6,0,7,6,287,7,Matches,UCL,18-19
1ddbb0da,100,Iker Casillas,ESP,GK,Porto,37,1981,10.3,397,317,397,0,0,0,397,0,0,,0,,215,1174,683,0,0,0,0,0,198,0,Matches,UCL,18-19
58a160e1,101,Nicolás Castillo,CHI,FW,Benfica,25,1993,0.2,5,0,0,4,1,1,5,0,0,,0,,3,8,4,0,0,0,0,0,3,1,Matches,UCL,18-19
6938d79b,102,Goran Čaušić,SRB,MF,Red Star,26,1992,3.5,150,13,44,91,16,2,150,1,0,0.0,1,100.0,76,439,178,4,5,0,4,3,68,2,Matches,UCL,18-19
527f063d,103,Edinson Cavani,URU,FW,Paris S-G,31,1987,4.6,109,6,13,44,53,20,109,3,2,66.7,1,33.3,41,183,105,4,3,0,5,1,64,10,Matches,UCL,18-19
c0617e2b,104,Dani Ceballos,ESP,MF,Real Madrid,21,1996,2.1,207,2,14,119,75,6,207,3,1,33.3,2,66.7,162,744,392,8,5,2,7,2,174,16,Matches,UCL,18-19
f76d7a41,105,Muğdat Çelik,TUR,FW,Galatasaray,28,1990,0.5,23,1,1,8,14,3,23,0,0,,0,,15,51,9,0,0,0,3,1,17,5,Matches,UCL,18-19
a33a0dc0,106,Aleš Čermák,CZE,MF,Viktoria Plzeň,23,1994,3.9,194,1,29,98,68,8,194,8,7,87.5,1,12.5,111,526,285,4,6,0,2,5,137,25,Matches,UCL,18-19
5e1028e5,107,Franco Cervi,ARG,"FW,MF",Benfica,24,1994,3.4,157,1,30,63,67,9,157,3,1,33.3,2,66.7,94,394,149,5,3,1,9,2,102,25,Matches,UCL,18-19
5b54bf3b,108,Nacer Chadli,BEL,MF,Monaco,28,1989,3.5,187,9,30,96,63,7,187,2,1,50.0,1,50.0,110,654,317,11,8,4,4,3,125,16,Matches,UCL,18-19
042d286e,109,Fyodor Chalov,RUS,FW,CSKA Moscow,20,1998,5.6,179,3,15,82,83,16,179,8,3,37.5,5,62.5,93,525,213,10,5,5,9,8,132,29,Matches,UCL,18-19
873ce3a2,110,Pape Cheikh Diop,SEN,MF,Lyon,20,1997,1.2,50,5,15,25,11,2,50,1,1,100.0,0,0.0,27,131,59,0,0,0,3,0,22,0,Matches,UCL,18-19
96b03fe2,111,Nikita Chernov,RUS,DF,CSKA Moscow,22,1996,3.9,226,35,125,97,4,1,226,0,0,,0,,85,508,223,2,1,0,0,0,118,1,Matches,UCL,18-19
0ac94a23,112,Denis Cheryshev,RUS,"MF,DF",Valencia,27,1990,1.2,87,0,4,31,52,7,87,4,2,50.0,2,50.0,58,414,243,10,8,2,3,0,62,24,Matches,UCL,18-19
e85fb9b8,113,Giorgio Chiellini,ITA,DF,Juventus,33,1984,6.0,470,58,170,271,32,4,470,1,1,100.0,0,0.0,232,1239,838,8,7,0,3,0,324,3,Matches,UCL,18-19
2696b6a9,114,Tahith Chong,NED,MF,Manchester Utd,18,1999,0.1,9,2,4,4,1,0,9,1,0,0.0,1,100.0,6,45,6,0,0,0,1,1,5,0,Matches,UCL,18-19
163bbd4a,115,Tomáš Chorý,CZE,FW,Viktoria Plzeň,23,1995,2.7,110,2,9,70,33,9,110,2,1,50.0,1,50.0,47,191,86,3,3,1,9,1,76,11,Matches,UCL,18-19
b20f5a66,116,Dmytro Chygrynskiy,UKR,DF,AEK Athens,31,1986,5.0,269,34,122,148,1,0,269,0,0,,0,,143,705,414,1,1,0,2,0,152,0,Matches,UCL,18-19
04ac8285,117,Jasper Cillessen,NED,GK,Barcelona,29,1989,1.0,41,40,41,0,0,0,41,0,0,,0,,28,120,73,0,0,0,0,0,19,0,Matches,UCL,18-19
042e8a49,118,Kingsley Coman,FRA,"FW,MF",Bayern Munich,22,1996,1.4,73,1,7,28,39,14,73,8,2,25.0,6,75.0,55,521,262,7,4,8,9,4,55,20,Matches,UCL,18-19
7b18b6db,119,Germán Conti,ARG,DF,Benfica,24,1994,3.0,154,20,99,54,3,3,154,0,0,,0,,82,240,89,0,0,0,1,0,88,1,Matches,UCL,18-19
0331786b,120,Dion Cools,MAS,"DF,FW",Club Brugge,22,1996,1.3,67,3,16,29,22,1,67,2,0,0.0,2,100.0,35,151,66,1,3,0,4,3,42,8,Matches,UCL,18-19
a6951bf8,121,Francis Coquelin,FRA,MF,Valencia,27,1991,3.1,174,5,30,118,28,2,174,4,4,100.0,0,0.0,135,506,243,4,1,1,2,6,126,10,Matches,UCL,18-19
2d3f7367,122,Ante Ćorić,CRO,MF,Roma,21,1997,0.3,15,0,2,10,3,0,15,0,0,,0,,9,55,23,0,0,0,1,1,14,1,Matches,UCL,18-19
6ceef869,123,Vedran Ćorluka,CRO,DF,Loko Moscow,32,1986,3.0,142,13,48,88,6,1,142,0,0,,0,,60,442,280,2,2,0,0,0,75,0,Matches,UCL,18-19
beb391dd,124,Maxwel Cornet,CIV,"FW,MF",Lyon,21,1996,2.4,96,3,23,36,40,11,96,7,5,71.4,2,28.6,63,432,187,5,2,4,9,3,68,19,Matches,UCL,18-19
fb938d24,125,Jesús Corona,MEX,"FW,MF",Porto,25,1993,6.2,344,2,39,144,166,28,344,30,13,43.3,17,56.7,206,1494,831,32,18,13,16,13,236,58,Matches,UCL,18-19
01eb744d,126,Ángel Correa,ARG,"MF,FW",Atlético Madrid,23,1995,3.9,201,4,26,75,109,29,201,14,10,71.4,4,28.6,129,782,431,14,11,5,13,12,137,32,Matches,UCL,18-19
69960ac3,127,Uroš Ćosić,SRB,"DF,MF",AEK Athens,25,1992,3.3,164,15,65,93,7,2,164,2,1,50.0,1,50.0,109,389,159,1,1,0,2,1,111,2,Matches,UCL,18-19
7b4c1f6e,128,Bruno Xavier Almeida Costa,POR,MF,Porto,21,1997,0.3,13,0,4,6,4,0,13,1,1,100.0,0,0.0,5,34,4,0,0,0,3,1,6,2,Matches,UCL,18-19
a190d597,129,Diego Costa,ESP,FW,Atlético Madrid,29,1988,3.4,134,2,5,58,72,16,134,0,0,,0,,88,390,156,5,4,3,11,6,111,27,Matches,UCL,18-19
4fa7cb9b,130,Douglas Costa,BRA,"FW,DF",Juventus,27,1990,1.8,111,2,14,46,56,10,111,18,11,61.1,7,38.9,83,922,617,20,16,5,3,2,93,23,Matches,UCL,18-19
1840e36d,131,Thibaut Courtois,BEL,GK,Real Madrid,26,1992,5.0,196,175,196,0,0,0,196,0,0,,0,,93,638,335,0,0,0,0,0,87,0,Matches,UCL,18-19
0ef89a37,132,Philippe Coutinho,BRA,"FW,MF",Barcelona,26,1992,9.5,689,6,35,336,327,33,689,37,22,59.5,15,40.5,443,2844,1522,41,41,11,26,19,571,78,Matches,UCL,18-19
16657b95,133,Bryan Cristante,ITA,MF,Roma,23,1995,5.7,411,12,84,268,64,6,411,8,6,75.0,2,25.0,243,1288,648,7,8,1,11,10,288,14,Matches,UCL,18-19
0ab1f153,134,Juan Cuadrado,COL,"MF,DF",Juventus,30,1988,3.6,253,1,45,134,78,10,253,7,2,28.6,5,71.4,152,942,612,14,7,3,4,5,193,28,Matches,UCL,18-19
